result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
10q21.2	0.306523782040657	0.578229446851544	0.147898213533368	0.137931034482759	-0.0227272727272727	0.0572939348779029	0.205192148411272
10q21.3	0.190908114894269	0.470460161961711	0.193288875140697	0.103448275862069	0.0340909090909091	0.0119036077829574	0.205192482923656
10q22.1	0.210446435435399	0.486853693917714	0.175166033106709	0.0689655172413793	-0.0454545454545455	-0.0368763614327349	0.138289671673976
10q22.2	0.0988218847007237	0.350779972410966	0.211429050064137	-0.0344827586206897	-0.0454545454545455	-0.144233292629413	0.0671957574347255
10q22.2.1	0.0323125013789159	0.191779847090707	0.28287444963871	-0.0344827586206897	-0.0454545454545455	-0.148776349271644	0.134098100367068
10q22.3	0.0916363691566318	0.339366449850769	0.215971839096461	-0.0344827586206897	-0.0909090909090909	-0.148776349271644	0.0671954898248185
10q23.1	0.166347907398626	0.442287796552903	0.180499886682842	-0.0344827586206897	-0.0909090909090909	-0.148776349271644	0.0317235374111992
10q23.2	0.585301945818615	0.805223091140995	0.0757772093145741	-0.241379310344828	-0.204545454545455	-0.251956152057883	-0.176178942743308
10q23.31	0.370762885578083	0.629363978931649	-0.1171450219294	-0.241379310344828	-0.284090909090909	-0.201518457102401	-0.318663479031801
10q23.32	0.366598145546542	0.629363978931649	-0.108402689445224	-0.206896551724138	-0.25	-0.17655205962429	-0.284954749069514
10q23.33	0.72383624371116	0.898350383430816	-0.0415001458054521	-0.206896551724138	-0.215909090909091	-0.17655205962429	-0.218052205429742
10q24.1	0.366598145546542	0.629363978931649	-0.108402689445224	-0.206896551724138	-0.25	-0.17655205962429	-0.284954749069514
10q24.2	0.366597534110913	0.629363978931649	-0.108402823250178	-0.206896551724138	-0.272727272727273	-0.17655205962429	-0.284954882874468
10q24.31	0.806757174204568	0.940547567966299	-0.0315796796445634	-0.172413793103448	-0.25	-0.151574971201869	-0.183154650846431
10q24.32	0.779074334723637	0.934498017764093	0.0353227301902555	-0.172413793103448	-0.238636363636364	-0.151574971201869	-0.116252241011612
10q24.33	0.505352968262894	0.749819534274116	-0.0794816575164969	-0.103448275862069	-0.25	-0.0367706503975928	-0.116252307914089
10q25.1	0.578608973777053	0.801946863804262	-0.0677033035162738	-0.103448275862069	-0.204545454545455	-0.0367706503975928	-0.104473953913866
10q25.2	0.255198404168709	0.543099578665674	-0.136709895148947	-0.0344827586206897	-0.238636363636364	0.091401558964573	-0.0453083361843738
10q25.3	0.518534156057124	0.758352937367996	0.0843460736672342	0	-0.193181818181818	0.0427757164744182	0.127121790141654
